Partner Type,Local District,Organization/ Agency,Contact Link,Address,Full Address,City,Zip code,Phone number,Description,id,lon,lat
Mental Health,S,Kedren Health,www.kedren.org,710 E. 111th Place,"710 E. 111th Place, Los Angeles, 90059",Los Angeles,90059,(323) 802-0425,"Kedren offers comprehensive in and out patient behavioral health services for children, transitional aged youth, adults and older adults. Please call first for intake information.",312,-118.2628036,33.933676
Mental Health,S,OTTP,https://www.ottp.org/,19401 South Vermont Avenue Suite A-200,"19401 South Vermont Avenue Suite A-200 , Torrance, 90502",Torrance,90502,(310) 323-6887,"Occupational Therapy Training Program (OTTP) provides outpatient behavioral health services to children, families and adults throughout Los Angeles County. Please call first for intake information.",313,-118.2917254,33.8547159
Mental Health,S,Pacific Asian Counseling Services,prod.pacsla.com,3530 Atlantic Ave. Ste 210,"3530 Atlantic Ave. Ste 210, Long Beach, 90805",Long Beach,90805,(310) 337.1550,"Pacific Asian Counseling Services provides individual, group and family couseling servcies to children and families. Please call first for intake information.",314,-118.1846052,33.820828
Mental Health,S,SHIELDS for Families,https://www.shieldsforfamilies.org/community-family-services/,11601 S. Western,"11601 S. Western, Los Angeles, 90047",Los Angeles,90047,(310) 430-6420,"Resource Navigation, Case Management, Children Services, Substance Abuse, Mental Health Services, Visitation, Support Groups, Fatherhood Program, Domestic Violence, Educational & Vocational Services, Anger Management, Parenting Education, Housing, Food, Clothing, and Transportation.",315,-118.3102585,33.9284596
Mental Health,S,St. John's Well Child and Family Center at Dr. Louis C. Frayser Health Center,https://www.wellchild.org/mental-health/,5701 S. Hoover St.,"5701 S. Hoover St., Los Angeles, 90037",Los Angeles,90037,(323) 541-1616,"Individuals and family counseling service, homeless health service, health clinic, transgender health services, dental, HIV/AIDS clinic, pediatric, and women's health. Accepts Medi-cal and HMO in network. Intake and mental health services are provided via tele-health.",316,-118.2874408,33.9899821
Mental Health,S,St. John's Well Child and Family Center Compton WM Keck Foundation Community Center,https://www.wellchild.org/find-a-clinic/,2115 N. Wilmington Ave,"2115 N. Wilmington Ave, Compton, 90222",Compton,90222,(310) 603-1332,"Individuals and family counseling service, homeless health service, health clinic, transgender health services, dental, HIV/AIDS clinic, pediatric, and women's health. Accepts Medi-cal and HMO in network. Intake and mental health services are provided via tele-health.",317,-118.2394366,33.9118561
Mental Health,S,The Reverence Project,trproject.org/services/,1673 E 108th St,"1673 E 108th St, Los Angeles, 90059",Los Angeles,90059,(213) 531-6588,"Healing, advocacy and support for survivors of crime.",318,-118.243457,33.9380306
Mental Health,S,Uplift Family Services,www.upliftfs.org,"3638 E. Imperial Highway, Suite 220","3638 E. Imperial Highway, Suite 220, Lynwood, 90262",Lynwood,90262,(323) 769- 7174,"Uplift Family Services provides mental health services for children and parent support . Services include individual, group, family therapy. Pelase call first for intake information.",319,-118.2024768,33.9312276
Mental Health,S,Weber Community Center,https://ssgweber.org/,5848 Crocker St.,"5848 Crocker St., Los Angeles, 90003",Los Angeles,90003,(323) 234-4445,"Services include bio-psychosocial assessments, individual and family treatment, 24/7 mental health crisis intervention, medication support, and case management. Please call first for intake information.",320,-118.268218,33.988455
Mental Health,S,The Guidance Center - San Pedro,www.tgclb.org,222 W. Sixth St. #230,"222 W. Sixth St. , San Pedro, 90731",San Pedro,90731,(310) 833-3135,"Provides mental health servcies for children and adolescents which include individual, group and family therapy. Please call frist for intake information.",321,-118.2816227,33.7390365
Mental Health,S,Wellnest Emotinal Health and Wellness,www.wellnestla.org,3787 S. Vermont Ave,"3787 S. Vermont Ave, Los Angeles, 90007",Los Angeles,90007,(323) 766-2345,"Wellnest provides mental health services for children and families which includes assessment, indvidual and group and family therapy. Please call first for walk in and intake inforamtion.",322,-118.291916,34.0173455
Mental Health,Various,"Be Transformed, Inc.",https://locator.lacounty.gov/lac/Location/3178181/be-transformed-inc,1414 S Atlantic Blvd,"1414 S Atlantic Blvd, Los Angeles, 90022",Los Angeles,90022,(323) 683-6299 text only,"Individual Therapy and Family Counseling. No insurances, cash, debit or credit card accepted.",325,-118.1590196,34.012313
Mental Health,Various,Casa de la Familia,https://casadelafamilia.org/,"3350 Wilshire Blvd., Suite 670","3350 Wilshire Blvd., Suite 670, Los Angeles, 90010",Los Angeles,90010,(213) 674-3150,"Telehealth/Web:Psychological Therapy for victims of any type of crime as well as depression/anxiety due to trauma, including DV, Human Trafficking. Intake is open over the phone: (714) 667-5220. Low or no cost. Does not take insurance.",328,-118.2956918,34.0608203
Mental Health,Various,Fuller Life Concepts,http://www.fullerlifeconcepts.com/,5150 Candlewood St #18c,"5150 Candlewood St , Lakewood, 90712",Lakewood,90712,(323) 334-0064,"Individual and Family Children, Adolescents and Adults specializing in Anxiety and Depression. Services offered via phone or zoom in English and Spanish Self-pay, Sliding scale and CalVCB",339,-118.1324977,33.8533825
Mental Health,Various,Los Angeles County Teen Challenge,https://www.teenchallenge.org/centers/los-angeles-county/,P.O. Box 35P.O. Box 35,"P.O. Box 35P.O. Box 35, Lynwood, 90262",Lynwood,90262,(323) 282-2313 Ofc. (323) 282-2319 Cell,"We are a residential faith based substance abuse recovery one year program. Serving current residents; prospective candidates: interviews are being conducted over the phone and a waiting list is being established at the moment); no walk ins or emergency services; we have an intake process that includes an interview, application, pre-acceptance medical physical.",343,-118.2000277,33.9198647
Mental Health,Various,Lumos Transforms,https://lumostransforms.com/calendar/category/resilience-toolkit-online/anchoring-resilience/list/,454 N Avenue 56 #1,"454 N Avenue 56 , Los Angeles, 90042",Los Angeles,90042,(323) 254-7775,"Resilience building support always. During this crisis, online sessions 3x daily.",344,-118.197583,34.11310539999999
Mental Health,Various,OUR HOUSE Grief Support Center,https://www.ourhouse-grief.org/,"1663 Sawtelle Blvd. Suite 300,","1663 Sawtelle Blvd. Suite 300,, Los Angeles, 90025",Los Angeles,90025,310-473-1511,Office closed but calls will be returned remotely.,347,-118.4478435,34.0452872
Mental Health,Various,Program for Torture Victims,https://ptvla.org/,3550 Wilshire Blvd,"3550 Wilshire Blvd, Los Angeles, 90010",Los Angeles,90010,(213) 384-4788,"Trauma responsive therapy, case management and medical care for asylum seekers survivors of persecution, including trans and LGBQI asylum seekers. Multiple languages. Not able to take new intakes quickly -- due to existing client crisis. but call and we will eventually get back to you.",349,-118.3022677,34.0610984
Mental Health,Various,SBCC Thrive LA,https://www.sbccthrivela.org/,540 N Marine Ave.,"540 N Marine Ave., Wilmington, 90744",Wilmington,90744,(310) 251-0450,Mental Health and Wellness.,351,-118.263306,33.7768651
Mental Health,Various,South Asian Network,http://southasiannetwork.org/,"18173 Pioneer Blvd, Suite I","18173 Pioneer Blvd, Suite I, Artesia, 90701",Artesia,90701,(562) 403-0488,Mental Health and Wellness. Taking calls only.,352,-118.0833357,33.8665038
Mental Health,W,Aviva Child and Family Services,https://aviva.org/,7120 Franklin Ave,"7120 Franklin Ave, Los Angeles, 90046",Los Angeles,90046,(323) 876-0550,Individual and Family counseling services. Takes Medi-Cal and is open for intake and treatment via tele-health. Also foster care/adoption program.,355,-118.3454655,34.103603
Mental Health,W,Didi Hirsch Mental Health Services,https://didihirsch.org/about-us/locations/,4760 S. Sepulveda Blvd,"4760 S. Sepulveda Blvd, Culver City, 90232",Culver City,90232,(310) 390-6612,"Individual therapy for adults and children. Substance abuse program for adolescents; psychiatric services, and medication support. Temporarily open on Mon, Wed, & Fri for crisis situations only. Accepts Medi-Cal and is open for intake. All services provided via tele health.",356,-118.4038048,34.0015898
Mental Health,W,Edelman Mental Health Center,N/A,11080 W. Olympic Blvd.,"11080 W. Olympic Blvd., Los Angeles, 90064",Los Angeles,90064,(310) 966-6610,"Individual therapy for children ages 5-18 years old. Takes Medi-Cal and private insurance. All services, including intake is provided via tele-health.",357,-118.4374396,34.0401449
Mental Health,W,Exceptional Children's Foundation- Mental Health Department,https://www.ecf.net/,5350 Machado Rd.,"5350 Machado Rd., Culver City, 90230",Culver City,90230,(310) 204-3300,"Outpatient Mental Health Services to Service Area 5 (Includes, Culver City, West LA, Venice, Santa Monica, Palms, Mar Vista); Serving Children and families and Transitional Age Youth who are Medi-Cal beneficiaries. Telehealth.",358,-118.3961368,33.9980704
Mental Health,W,Home-SAFE,https://www.vistadelmar.org/about/facilities/,6926 Melrose Ave,"6926 Melrose Ave, Los Angeles, 90038",Los Angeles,90038,(323) 934-7979 - ofc (323) 285-2401 - cell,"Provides free services to low income families with pregnant women and children Zero to three years. Weekly home visits that focus on counseling, parent education, child development guidance, nutrition/dental care information, and case management services. Outreach completed online.",359,-118.3424423,34.0832145
Mental Health,W,Southern Californa Counseling Center,https://sccc-la.org/,5615 W. Pico Blvd.,"5615 W. Pico Blvd., Los Angeles, 90019",Los Angeles,90019,(323) 937-1344,"Please call before going to the center. Tele health provided only to middle school, high school students and adults. No insurance, sliding scale only.",360,-118.3604622,34.0502736
Mental Health,W,UCLA Family STAR Clinic,https://nfrc.ucla.edu/STARClinic,740 Westwood Plaza,"740 Westwood Plaza, Los Angeles, 90095",Los Angeles,90095,(310) 825-7573,"Provides evaluation, consultation, prevention and treatment services for children and family members affected by trauma and other challenging events. Family group and parenting classes also available. All services are provided via tele health.",361,-118.4430711,34.0665924
Mental Health,W,Vista Del Mar- Child and Family Services,https://www.vistadelmar.org/,3200 Motor Ave,"3200 Motor Ave, Los Angeles, 90034",Los Angeles,90034,(310) 836-1223,Individual and Family counseling services. Takes Medi-Cal and is open for intake and treatment via tele-health. Also foster care/adoption program and a residential treatment services.,362,-118.4095652,34.0318543
Mental Health,W,Claris Health,https://www.clarishealth.org/,11500 W Olympic Blvd #570,"11500 W Olympic Blvd , Los Angeles, 90064",Los Angeles,90064,(310) 268-8400,Provides therapy and parenting classes online.,363,-118.4441018,34.0357522
Domestic Violence Human Trafficking,Various,"Humano Family Counseling, Inc.",https://humano-family-counseling-inc-psychotherapist.business.site,6709 Greenleaf Ave Ste,"6709 Greenleaf Ave Ste, Whittier, 90601",Whittier,90601,(626) 722-2143,"We conduct paid and free online trainings regarding Human Trafficking/CSEC Awareness+ Prevention for the public, service providers, and youth; as well as Clinical Training for Service Providers working with HT and CSEC.",364,-118.0377745,33.9806029
Domestic Violence Human Trafficking,Various,"Lifeline Counseling and Educational Services, Inc.",https://www.facebook.com/LifelineCounselingServices/,"271 W. Imperial Hwy., Suite C","271 W. Imperial Hwy., Suite C, La Habra, 90631",La Habra,90631,(562) 706-4251,"Trauma Recovery Therapy, Domestic Violence, online services.",365,-117.9477778,33.9175947
Domestic Violence Human Trafficking,Various,Rainbow Services,https://rainbowservicesdv.org/,453 West 7th Street,"453 West 7th Street, San Pedro, 90731",San Pedro,90731,(310) 547-9343,"We provide 24-hr hotline (eng/sp), emergency shelter, transitional housing, community housing, case management, support groups, children's programs, counseling, legal services, outreach and prevention education services.",367,-118.2868067,33.7375675
Domestic Violence Human Trafficking,Various,Shepherd’s Door Domestic Violence Resource Center,https://www.shepherddoor.org/program-services/,P.O.Box 40441,"P.O.Box 40441, Pasadena, 91104",Pasadena,91104,(626) 765-9967 (626) 765-9968,"Remotely ( Support Group conferencing by phone on Mon: 6:00 p.m. with (GoToMeeting) email, office calls telephone, texting , email and facetime)",368,-118.1445155,34.1477849
Domestic Violence Human Trafficking,Various,Su Casa ~ Ending Domestic Violence,https://www.sucasadv.org,"3750 East Anaheim Street, Suite #100","3750 East Anaheim Street, Suite , Long Beach, 90804",Long Beach,90804,(562) 402-4888,Emergency Shelter Services,369,-118.1482228,33.7824038
Domestic Violence Human Trafficking,Various,WomenShelter of Long Beach,https://www.womenshelterlb.org,"4201 Long Beach Blvd., Ste. 102","4201 Long Beach Blvd., Ste. 102, Long Beach, 90807",Long Beach,90807,(562) 437-7233 - dv resour ctr (562) 437-4663 - crisis hotline,Supportive Services for victims of domestic violence and their children,372,-118.1898371,33.8348295
Domestic Violence Human Trafficking,Various,YWCA - San Gabriel Valley - WINGS,https://ywcasgv.xyz/about,943 N. Grand Ave.,"943 N. Grand Ave., Covina, 91724",Covina,91724,(626) 967-0658,"Domestic Violence services, 24hr helpline, 45 Emergency Shelter. Counseling, Support groups",373,-117.8728558,34.0969477
Domestic Violence Human Trafficking,Various,YWCA Glendale Domestic Violence Center & Emergency Shelter,https://www.glendaleywca.org/what-were-doing/domestic-violence-programs/,735 East Lexington Drive,"735 East Lexington Drive, Glendale, 91206",Glendale,91206,(888) 999-7511,Domestic Violence Services,374,-118.2454443,34.1520733
Domestic Violence Human Trafficking,NW / NE,"Women Crowned In Glory, Inc./Safe Passage",https://safepassageheals.org/,P.O. Box 40034,"P.O. Box 40034, Studio City, 91614",Studio City,91614,(818) 232-7476,Counseling on the phone/Zoom and shelter resources with emergency hotlines to call.,376,-118.3870991,34.1395597
Domestic Violence Human Trafficking,Various,Crime Survivors Resource Center,https://crimesurvivors.org/,PO Box 54552,"PO Box 54552, Irvine, 92619",Irvine,92619,(844) 853-4673 (949) 872-7895 - cell,"Services Provided Determined Upon Intake: (food, hygiene items, diapers, necessities, virtual support groups, classes, resources and hope and healing)",378,-117.7659237,33.66824210000001
Domestic Violence Human Trafficking,Various,Humansave,https://humansave.org,404 E 1st St,"404 E 1st St, Long Beach, 90802",Long Beach,90802,(562) 888-0386,"Specialized therapy for human trafficking and CSEC survivors ages 2+ across LA, Orange, Riverside, and San Bernardino counties. We focus on working with victims and family living in the household, whenever possible. We are now only offering Telehealth therapy. Clients must qualify for VOC (CalVCB) program.",379,-118.1875157,33.7678974
Domestic Violence Human Trafficking,Various,Jenesse,https://jenesse.org/,P.O. Box 8476,"P.O. Box 8476, Los Angeles, 90008",Los Angeles,90008,(323) 299-9494 - Ofc (800) 479-7328 - Hotline,"Shelters are open, but the drop-in center is online only. Jenesse Center provides domestic violence supportive services",380,-118.3491169,34.0083231
Domestic Violence Human Trafficking,Various,Journey Out,https://journeyout.org,7136 Haskell Ave Suite 125,"7136 Haskell Ave Suite 125, Los Angeles, 91406",Los Angeles,91406,(818) 988-4970,"For victims of sex trafficking or commerical sexual exploitation are: crisis response for LAPD for victims of sex trafficking, groups and case management via zoom or other approved apps and a drop-in center by appointment.",381,-118.4746506,34.2002038
Domestic Violence Human Trafficking,Various,"LA County Workforce Development, Aging & Community Services - Commission on Human Relations",https://wdacs.lacounty.gov/,3175 W 6th St,"3175 W 6th St, Los Angeles, 90020",Los Angeles,90020,(323) 719-8891,"The LA County Anti-Hate Program is an L.A. County Board of Supervisors program that provides: 1: the ability to report hate acts by calling 211, a network of community agencies that are being mobilized to provide prevention and community response to rising hate violence in county communities.",382,-118.2909834,34.0640768
Domestic Violence Human Trafficking,Various,Los Angeles Center for Law & Justice,https://www.laclj.org/,5301 Whittier Blvd 4th floor,"5301 Whittier Blvd 4th floor, Los Angeles, 90022",Los Angeles,90022,(323) 980-3500,"Provides survivors of domestic violence, sexual assault and/or human trafficking with free legal services and representation in the areas of immigration, family law and/or criminal justice advocacy, among other areas of practice. Also provides clients with safety planning, psycho-education and social service referrals through its Community Care Advocacy Program.",384,-118.1556963,34.02040180000001
Domestic Violence Human Trafficking,Various,Los Angeles City Attorney's Office - DV Court Support Program,https://www.lacityattorney.org/courtsupport,"201 North Figueroa Street, Suite 1300","201 North Figueroa Street, Suite 1300, Los Angeles, 90012",Los Angeles,90012,(213) 202-5491 - General (213) 505-4037 - San Fernando (213) 605-4716 - Van Nuys,"Assistance navigating the criminal court system as the victim of a case with misdemeanor charges related to DV, resources & referrals",385,-118.2514289,34.0590933
Domestic Violence Human Trafficking,Various,Los Angeles County Bar Association - Domestic Violence Project,https://www.lacba.org/domestic-violence-legal-services-project,P.O. Box 55020,"P.O. Box 55020, Los Angeles, 90055",Los Angeles,90055,(213) 624-3665,Provides information and assistance with the filing of Domestic Violence and Elder Abuse Restraining Orders,386,-118.2584017,34.038371
Domestic Violence Human Trafficking,Various,"Project: Peacemakers, Inc. (PPMI)",https://www.projectpeacemakersinc.org,1826 W 54th St,"1826 W 54th St, Los Angeles, 90062",Los Angeles,90062,(323) 291-2525 - ofc (323) 394-6265 - cell,"Domestic Violence/Intimate Partner Violence (DV/IPV) victims and survivors group classes by conference call; 52-week court mandated Child Abusers classes by conference call; individual counseling in person or by phone; Intakes and assessments; TROs fax filing in-person; court assistant; referrals to DV shelters and housing, as well as free donated clothes for woman, men and children, and can food items. Majority of our 12 classes are currently being held by conference call until further. Classes with less than five-participants are in-person at our office.",387,-118.3098533,33.9930372
Domestic Violence Human Trafficking,Various,Run 2 Rescue,https://run2rescue.com/,P.O. Box 71238,"P.O. Box 71238, Riverside, 92513",Riverside,92513,(888) 224-6062 ext 703 (323) 394-6265 - cell,30 day triage home/emergency shelter (Immediate Hope Home. 9 month Intensive recovery home (Gateway of Hope home). 9 month transitional (Anchor of Hope),388,-117.3754942,33.9806005
Domestic Violence Human Trafficking,W,Coalition to Abolish Slavery and Trafficking (CAST),https://www.castla.org/about/contact/,"3751 West 6th Street, #70308","3751 West 6th Street, , Los Angeles, 90070",Los Angeles,90070,(213)279-2784,"We are working with our clients remotely with none or very limited contact in person. Our hotline is still operational and we are providing ER services over the phone. We provide case manangement, legal, ER and shelter.",390,-118.3044586,34.0639033
Health Care,C,Manual Arts High School Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,4085 S. Vermont Ave.,"4085 S. Vermont Ave., Los Angeles, 90037",Los Angeles,90037,(323) 290-8360,Wellness Center,391,-118.2918287,34.0092279
Health Care,C,Titanium Healthcare,http://www.titaniumextra.com/,"1414 South Grand Ave., Suite 475","1414 South Grand Ave., Suite 475, Los Angeles, 90015",Los Angeles,90015,(213) 765-8123,We are a CBCME – health homes program (HHP) providing community resources to enrolled members and closing the gap in health services by advocating on behalf of patients and assisting with navigating resources.,392,-118.2653972,34.0364757
Health Care,E,COVID-19 Testing Altamed Medical Group,https://corona-virus.la/,2040 Camfield Ave.,"2040 Camfield Ave., Los Angeles, 90040",Los Angeles,90040,(323) 725-8751,"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",393,-118.1551935,34.0079865
Health Care,E,COVID-19 Testing: Altamed,https://corona-virus.la/,1724 Pennsylvania Ave,"1724 Pennsylvania Ave, Los Angeles, 90033",Los Angeles,90033,NA,"Must register in advance with LAcity.org and meet eligibility requirements. Link under ""Contact"".",394,-118.218607,34.047887
Health Care,E,COVID-19 Testing: Altamed Medical and Dental Group- Commerce,https://corona-virus.la/,972 Goodrich Blvd.,"972 Goodrich Blvd., Commerce, 90022",Commerce,90022,(888) 499-9303,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contacts"".",395,-118.154005,34.0176566
Health Care,E,COVID-19 Testing: Lincoln Park,https://corona-virus.la/,3501 Valley Blvd.,"3501 Valley Blvd., Los Angeles, 90031",Los Angeles,90031,NA,Must register in advance with LAcity.org and meet eligibility requirements for testing.,396,-118.1991957,34.0658872
Health Care,E,Elizabeth Learning Center Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,4811 Elizabeth St.,"4811 Elizabeth St., Los Angeles, 90201",Los Angeles,90201,(323) 905-5801,Wellness Center,397,-118.1830734,33.963157699999996
Health Care,E,Gage Middle School Center Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,2975 Zoe Ave.,"2975 Zoe Ave., Huntington Park, 90255",Huntington Park,90255,(323) 826-9449,Wellness Center,398,-118.2158846,33.9795878
Health Care,Various,AVORS Medical Group,https://corona-virus.la/,42135 10th Street West,"42135 10th Street West, Lancaster, 93534",Lancaster,93534,(661) 726-5005,"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",399,-118.1483828,34.6484654
Health Care,Various,Beach Cities Health District,https://www.bchd.org/,514 N Prospect Ave Unit 102,"514 N Prospect Ave Unit 102, Redondo Beach, 90277",Redondo Beach,90277,(310) 374-3476 ext. 256,"Mon-Sun: 8:30 a.m. - 5:00 p.m.. Assistance for Older Adults & Adults with Disabilities: Assistance, Health-Related Information & . you have questions or concerns or are interested in health referrals, please reach out to our information and referral line.",400,-118.3789046,33.8533531
Health Care,Various,Centinela Hospital Medical Center,https://www.centinelamed.com/,555 E Hardy St,"555 E Hardy St, Inglewood, 90301",Inglewood,90301,(310) 680-8088 - office (909) 272-5472 - cell,Emergency department medical services and labor and delivery,401,-118.3482959,33.9504805
Health Care,Various,COVID-19 El Monte Testing Site,https://corona-virus.la/,4233 Santa Anita Ave.,"4233 Santa Anita Ave., El Monte, 91731",El Monte,91731,NA,"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts"".",402,-118.031531,34.0855057
Health Care,Various,COVID-19 Testing : Long Beach City College,https://corona-virus.la/,1305 E. Pacific Coast Hwy.,"1305 E. Pacific Coast Hwy., Long Beach, 90806",Long Beach,90806,(562) 938-3047,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",403,-118.1747617,33.7898524
Health Care,Various,COVID-19 Testing Pasadena Rose Bowl,https://corona-virus.la/,1001 Rose Bowl Dr.,"1001 Rose Bowl Dr., Pasadena, 91003",Pasadena,91003,(626) 577-3100,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",404,-118.1674865,34.1606364
Health Care,Various,COVID-19 Testing Site Bellflower,https://corona-virus.la/,16600 Civic Center Plaza,"16600 Civic Center Plaza, Bellflower, 90706",Bellflower,90706,NA,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact""",405,-118.1218687,33.8836423
Health Care,Various,COVID-19 Testing: Antelope Valley Mall,https://corona-virus.la/,1233 Rancho Vista Blvd.,"1233 Rancho Vista Blvd., Palmdale, 93551",Palmdale,93551,NA,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",406,-118.1530999,34.6038198
Health Care,Various,COVID-19 Testing: Beverly Hospital,https://corona-virus.la/,309 W. Beverly Blvd.,"309 W. Beverly Blvd., Montebello, 90640",Montebello,90640,NA,NA,407,-118.100636,34.015015
Health Care,Various,COVID-19 Testing: East Los Angeles College,https://corona-virus.la/,1301 Avenida Cesar Chavez,"1301 Avenida Cesar Chavez, Montery Park, 91754",Montery Park,91754,(323) 265-8650,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",408,-118.1509336,34.0410705
Health Care,Various,COVID-19 Testing: Glendale Memorial Hospital,https://corona-virus.la/,222 W. Eulalia St.,"222 W. Eulalia St., Glendale, 91204",Glendale,91204,(818) 476-7292,"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",409,-118.2570935,34.1263324
Health Care,Various,COVID-19 Testing: High Desert Medical Group,https://corona-virus.la/,43839 15th St. West,"43839 15th St. West, Lancaster, 93534",Lancaster,93534,(661) 945-5984,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",410,-118.1581533,34.6787129
Health Care,Various,COVID-19 Testing: Los Angeles County Fairplex,https://corona-virus.la/,1101 W. McKinley Ave,"1101 W. McKinley Ave, Pomona, 91768",Pomona,91768,(909) 623-3111,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",411,-117.7679599,34.0858145
Health Care,Various,COVID-19 Testing: Northridge Hospital Medical Center,https://corona-virus.la/,18460 Roscoe Blvd.,"18460 Roscoe Blvd., Northridge, 91325",Northridge,91325,(818) 885-8500,"Must register in advance with LAcity.org and meet eligibilty requirements for testing. Link under ""Contact"".",412,-118.5356241,34.2203115
Health Care,Various,COVID-19 Testing: Pico Rivera Passons Altamed,https://corona-virus.la/,6336 Passons Blvd.,"6336 Passons Blvd., Pico Rivera, 90660",Pico Rivera,90660,(562) 949-0965,"Must register in advance with LAcity.org and meet eligibility requirements for testing. LInk under ""Contact"".",413,-118.0856112,33.9849038
Health Care,Various,COVID-19 Testing: Santa Clarita,https://corona-virus.la/,26455 Rockwell Canyon Rd.,"26455 Rockwell Canyon Rd., Santa Clarita, 91355",Santa Clarita,91355,NA,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",414,-118.5705894,34.4043812
Health Care,Various,COVID-19 Testing: South Bay Galleria,https://corona-virus.la/,1815 Hawthorne Blvd.,"1815 Hawthorne Blvd., Redondo Beach, 90278",Redondo Beach,90278,NA,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",415,-118.3560566,33.8717108
Health Care,Various,COVID-19 Testing: West Covina Urgent Care,https://corona-virus.la/,1300 S. Sunset Ave,"1300 S. Sunset Ave, West Covina, 91790",West Covina,91790,(888) 499-9303,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",416,-117.946959,34.0598113
Health Care,Various,COVID-19: Inglewood Testing Site (Forum),https://corona-virus.la/,3900 W. Manchester Blvd.,"3900 W. Manchester Blvd., Inglewood, 90305",Inglewood,90305,NA,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",417,-118.3420621,33.9580853
Health Care,Various,North Hills Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,9119 Haskell Ave.,"9119 Haskell Ave., North Hills, 91343",North Hills,91343,(818) 763-8836,Wellness Center,418,-118.476816,34.2363528
Health Care,Various,COVID-19 Testing: Hansen Dam Recreation Center,https://corona-virus.la/,11798 Foothill Blvd.,"11798 Foothill Blvd., Lake View Terrace, 91342",Lake View Terrace,91342,(818) 899-3779,"Must register in advance with LAcity.org and meet eligibility requirements for testing. Link under ""Contact"".",419,-118.3897596,34.2713627
Health Care,S,Carson High School Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,270 E. 223rd St.,"270 E. 223rd St., Carson, 90745",Carson,90745,(310) 802-6170,Wellness Center,420,-118.2726702,33.8237712
Health Care,S,COVID-19 Testing: Altamed Medical and Dental Group- South Gate,https://corona-virus.la/,8627 Atlantic Ave.,"8627 Atlantic Ave., South Gate, 90280",South Gate,90280,(888) 499-9303,"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts"".",421,-118.1841849,33.9545762
Health Care,S,COVID-19 Testing: Bellflower Site,https://corona-virus.la/,16600 Civic Center Plaza,"16600 Civic Center Plaza, Bellflower, 90706",Bellflower,90706,(562) 804-1424,"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts"".",422,-118.1218687,33.8836423
Health Care,S,COVID-19 Testing: Charles R. Drew Campus,https://corona-virus.la/,1731 E. 120th St.,"1731 E. 120th St., Los Angeles, 90059",Los Angeles,90059,(323) 563-4800,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",423,-118.2428859,33.9254883
Health Care,S,COVID-19 Testing: Harbor UCLA Hospital,https://corona-virus.la/,21840 Normandie Ave.,"21840 Normandie Ave., Torrance, 90502",Torrance,90502,(424) 306-4000,"Must register in advance at LAcity.org and meet eligibility requirements for testing. Link under ""Contacts"".",424,-118.2986129,33.8287066
Health Care,S,COVID-19 Testing: Kedren Community Health Center,https://corona-virus.la/,4211 Avalon St,"4211 Avalon St, Los Angeles, 90011",Los Angeles,90011,(323) 233-0425,"Must register in advance at LA.city.org and meet eligibility requirements for testing. Link under ""Contacts"".",425,-118.2662752,34.0073148
Health Care,S,Crenshaw High School Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,5010 11th Ave.,"5010 11th Ave., Los Angeles, 90043",Los Angeles,90043,(323) 730-1920 ext. 5005,Wellness Center,426,-118.3285655,33.997372
Health Care,S,Fremont High School Wellness Center,https://achieve.lausd.net/Page/11905#spn-content,7821 S. Avalon,"7821 S. Avalon, Los Angeles, 90003",Los Angeles,90003,(323) 404-9270,Wellness Center,427,-118.2651723,33.9682258
