category	district	name	contact_link	address	Full Address	city	zip	phone	description	id	lon	lat	online
Other	Various	Valley Funeral Home	Website	2121 West Burbank Blvd	2121 West Burbank Blvd, Burbank, 91506	Burbank	91506	(818) 845-3766	Funeral Services	596	-118.3345517	34.1801869	no
Housing	Various	1736	http://www.1736familycrisiscenter.org/services.html	2116 Arlington Ave	2116 Arlington Ave. Los Angeles, 90018	Los Angeles	90018	NA	Offers emergency shelter for youth	479	-118.3168452	34.0373769	no
Food Resources	All	LAUSD Grab-n-Go	https://achieve.lausd.net/resources	Check website for locations	NA	NA	NA	(213) 241-1000	FREE STUDENT MEALS at 64 Grab and Go Food Centers. View the map to find a location near you.	1	NA	NA	yes
Food Resources	various	Foodpantries.org	https://www.foodpantries.org/	NA	NA	NA	NA	NA	NA	42	NA	NA	yes
Food Resources	various	Nexx Burger	http://www.nexxburger.com/	"Various Locations: DOWNEY:  7414 Florence Ave., Downey, CA 90240
 or 2727 Newport Blvd, Newport Beach, CA 92663"	NA	NA	NA	NA	Due to the Coronavirus, the community and the world are enduring tough times. We want to help the community as much as possible by feeding kids at the age of 12 and under, who must be present, with a free burger between 2:00 pm - 5:00 pm every day until further notice.	54	NA	NA	yes
Food Resources	various	Toast Restaurants	https://toastbakerycafe.net/	Check website for more information	NA	NA	NA	(714) 257-9677	Call before going.	68	NA	NA	yes
Food Resources	various	USDA National Hunger Hotline	https://www.hungerfreeamerica.org/about/our-work/usda-national-hunger-hotline	NA	NA	NA	NA	NA	For ppl seeking food assistance	70	NA	NA	yes
Food Resources	various	Cal Fresh- EBT Online	https://www.getcalfresh.org/	NA	NA	NA	NA	NA	Individuals and families can purchase groceries online using their EBT card at Amazon and Walmart. If you receive CalWORKs, you may also be able to use your cash benefits to make purchases online at Wal-Mart.	71	NA	NA	yes
Food Resources	various	California Dept. of Public Health (WIC)	https://www.cdph.ca.gov/Programs/CFH/DWICSN/pages/program-landing1.aspx	NA	NA	NA	NA	NA	WIC expands foods choices temporarily due to COVID-19	72	NA	NA	yes
Food Resources	various	OC Food Help	https://ocfoodhelp.org	NA	NA	NA	NA	NA	Orange County food help: find soup kitchens, food pantries, home-delivered meals, congregate meals, and after-school meals for yourself and your family.	99	NA	NA	yes
Food Resources	Various	CHIRP LA	http://www.chirpla.org/	NA	NA	NA	NA	NA	Updated COVID-19 Food Bank Guide	139	NA	NA	yes
Food Resources	Various	Bienestar Human Services, Inc.	https://www.bienestar.org/	Check website for nearest location	NA	NA	NA	(866) 590-6411	Food Bank for HIV+ community: Tues. 11:00 a.m. - 2:00 p.m., Wed. 10:00 a.m. - 12:00 p.m., and Thurs.  12:00 p.m. - 4:00 p.m..	142	NA	NA	yes
Food Resources	Various	El Torito	https://www.eltorito.com/kids-eat-free/	Check website for local restaurants	NA	NA	NA	NA	FREE KIDS MEALS for children under the age of 12. View updates on their Facebook page.	143	NA	NA	yes
Food Resources	Various	Everytable	https://www.everytable.com/	NA	NA	NA	NA	(323) 458-6487	They connect directly with foundations, organizations and nonprofits who are committed to feeding people and to provide food access and/or relief to those who need it	144	NA	NA	yes
Food Resources	Various	Expensify	https://www.expensify.org/hunger#reimbursement	NA	NA	NA	NA	NA	Offering reimbursment to families on SNAP while funds last	145	NA	NA	yes
Food Resources	Various	Greater Emmanuel Temple	N/A	Seniors in Lynwood, Compton, South Gate and Watts	NA	NA	NA	(424) 296-0400	Tues. - Fri.: 9:00 am - 12:00 pm.	146	NA	NA	yes
Food Resources	Various	Hugo's Restaurants	https://www.hugosrestaurant.com/	Check website for more information	NA	NA	NA	"Valley Village: (818) 761-8985
West Hollywood:  (323) 654-3993"	Offering FREE MEALS to children under 12yrs of age throughout LAUSD closure. Please contact your local Hugo’s Restaurant for hours of operation and additional details.D closure.	147	NA	NA	yes
Food Resources	Various	LA City/County Elder Nutrition Program	https://wdacs.lacounty.gov/programs/aaa/enp/	Check website for more information	NA	NA	NA	(800) 510-2020	The Home-Delivered Meals Program is designed specifically for home-bound individuals. This valuable program not only delivers a nutritious meal on a daily basis, but also serves as a mechanism to check up on the client, thereby providing an additional safety inspection and furthering the ability for him or her to remain home. Although the Home-Delivered Meals Program does not require participants to pay for meals, a donation ranging between $1.75 – $3.00 per meal is appreciated.	148	NA	NA	yes
Food Resources	Various	LA County Charter School Grab-n-Go	https://docs.google.com/spreadsheets/d/1RjJXZWZVgg7hT-qkUEaAdsm5MXQJYFterKupZrxugOM/edit#gid=0	Check website for locations	NA	NA	NA	NA	FREE KIDS MEALS for children under the age of 12.  This is available during business hours. Please contact your local El Torito for hours of operation and additional details.	149	NA	NA	yes
Food Resources	Various	LA Food Bank	https://www.lafoodbank.org/	Various Locations	NA	NA	NA	(323) 234-3030	"For the closest food pantry/bank to you, visit:
Los Angeles Food Bank Pantry Locator."	150	NA	NA	yes
Food Resources	Various	LA Helping Hands	https://www.lahelpinghands.com/	NA	NA	NA	NA	(424) 279-8544	Matches higher risk individuals with a volunteers to provide virtual companioship and grocery delivery.	151	NA	NA	yes
Food Resources	Various	LAHSA: Food and Grocery Program	https://www.lahsa.org/documents?id=4345-food-and-grocery-programs-in-los-angeles-county-by-service-planning-area.pdf	Various Locations	NA	NA	NA	NA	Food and grocery program by SPAs	152	NA	NA	yes
Food Resources	Various	LAHSA: Food Source	https://www.lahsa.org/news?article=683-covid-19-basic-needs-resources	Various Locations	NA	NA	NA	NA	Offers food source locations	153	NA	NA	yes
Food Resources	Various	LAHSA: WIC Clinics	https://www.lahsa.org/news?article=682-covid-19-mainstream-benefits-resources	Various Locations	NA	NA	NA	NA	Offers WIC Clinic locations so that families can get help on getting the new WIC card to purchase food	154	NA	NA	yes
Food Resources	Various	Meals for Seniors	https://wdacs.lacounty.gov/covid-19/	Check website for more information	NA	NA	NA	(800) 510-2020	Call for meal delivery.	155	NA	NA	yes
Food Resources	Various	USDA	https://www.fns.usda.gov/meals4kids	NA	NA	NA	NA	NA	For children seeking food assistance	157	NA	NA	yes
Food Resources	W	Mayor's Office Angeleno Fund. and West LA Family Source Center	Intakes are being conducted via phone at 424.293.8297.	NA	NA	NA	NA	424-293-8297	Grocery card campain to neediest families.  As of 4/7/20 there are no longer gocery cards available, but will continue to update accordingly.	165	NA	NA	yes
Financial	Various	Benefits for Workers Impacted by COVID-19	https://www.labor.ca.gov/coronavirus2019/#chart	Check website for a chart that makes it easier to understand what resources are available.	NA	NA	NA	NA	NA	184	NA	NA	yes
Financial	Various	Disability Benefits / Sick Leave	https://edd.ca.gov/Disability/How_to_File_a_DI_Claim_in_SDI_Online.htm	Check website for information that will make it easier to understand what resources are available.	NA	NA	NA	NA	NA	185	NA	NA	yes
Financial	Various	DPSS: CalWORKs	http://dpss.lacounty.gov/wps/portal/dpss/main/programs-and-services/calworks/!ut/p/b1/04_SjzQ3Mje0MLE0tdSP0I_KSyzLTE8syczPS8wB8aPM4t0MDAzc_Z2Cjdx9gExH_wAnb6-wQAMTMxOggkhkBQa-YW4GnkGGxr5O7uZGFmGGhPR76Uel5-QnAa0K149CVYzFLLACAxzA0UDfzyM_N1U_NyrHIjvLRBEAMP1qgg!!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X0YwMDBHT0JTMjBFNkEwQU9TSjFVOEsxU1A0/	Check website for nearest location	NA	NA	NA	NA	All DPSS offices are temporarily closed to the public until further notice; however, they are continuing to provide services through their website and call centers. Services include for new and existing clients. CalWorks is assistance for families	186	NA	NA	yes
Financial	Various	DPSS: Financial Resources	http://dpss.lacounty.gov/wps/portal/dpss/main/home/news/?1dmy&page=dept.dpss.home.news.detailhidden&urile=wcm%3apath%3a/dpss+content/dpss+site/home/news/038f84ca-9683-47c6-83ea-06a0c8a80f7b	Check website for nearest location	NA	NA	NA	NA	The department has provided the  resources to help residents who may be experiencing financial challenges due to the pandemic.	187	NA	NA	yes
Financial	Various	LAHSA: Economic/Workforce Development	https://www.lahsa.org/news?article=681-covid-19-economic-workforce-development-resources	NA	NA	NA	NA	NA	Offers information on what employees are entitled to. More information on their website.	188	NA	NA	yes
Financial	Various	Los Angeles County Child Support Services	https://cssd.lacounty.gov/	Check website for locations.	NA	NA	NA	(323) 430-1750	Child support services.	189	NA	NA	yes
Financial	Various	Paid Family Leave	https://edd.ca.gov/Disability/How_to_File_a_PFL_Claim_in_SDI_Online.htm	Check website for information that will make it easier to understand what resources are available.	NA	NA	NA	NA	NA	190	NA	NA	yes
Financial	Various	Tax Assistance	https://edd.ca.gov/about_edd/coronavirus-2019.htm?fbclid=IwAR3vS9NqAlxiZJtKT21dJSoMSvV-klMlSK2nvPGzA2v8FHeglkS4YKrLh78	Check website for information that will make it easier to understand what resources are available.	NA	NA	NA	NA	NA	191	NA	NA	yes
Financial	Various	Unemployment	https://edd.ca.gov/Unemployment/Filing_a_Claim.htm	Check website for information that will make it easier to understand what resources are available.	NA	NA	NA	NA	NA	193	NA	NA	yes
Financial	Various	Worker's Compensation	https://www.edd.ca.gov/office_locator/	Check website for information that will make it easier to understand what resources are available.	NA	NA	NA	NA	NA	194	NA	NA	yes
District Resources	Various	Center for Disease Control and Prevention	https://www.cdc.gov/coronavirus/2019-ncov/index.html	Check website for more information	NA	NA	NA	(800) 232-4636	Provides the latest information & resources on coronavirus.	195	NA	NA	yes
District Resources	Various	LA County Office of Education	https://achieve.lausd.net/site/handlers/filedownload.ashx?moduleinstanceid=22573&dataid=24307&FileName=East.pdf	NA	NA	NA	NA	(310) 963-2129 - cell	Child Welfare and Attendance: Can answer questions on interdistrict appeals, attendance, school closure ADA, State SARB resources.	196	NA	NA	yes
District Resources	Various	National Association of School Nurses	https://www.nasn.org/nasn/nasn-resources/practice-topics/covid19?utm_source=Slider&utm_medium=WWWSite&utm_campaign=COVID-19-Resources	Check website for more information	NA	NA	NA	(240) 821-1130	Provides useful coronavirus resources for school nurses and the broader school community,	197	NA	NA	yes
District Resources	Various	National Center for Homeless Education	https://nche.ed.gov/covid-19-coronavirus-information/	Check website for more information	NA	NA	NA	(800) 308-2145	Check website for more information.	198	NA	NA	yes
District Resources	Various	U.S. Department of Agriculture	https://www.usda.gov/coronavirus	Check website for more information	NA	NA	NA	(202) 720-2791	Resources for the general public, schools, and other public systems to help inform their coronavirus response efforts.	199	NA	NA	yes
District Resources	Various	U.S. Department of Education	https://www.ed.gov/coronavirus	Check website for more information	NA	NA	NA	(800) 872-5327	Resources for elementary and secondary schools, and institutions of higher education to help inform their coronavirus response efforts.	200	NA	NA	yes
District Resources	Various	U.S. Department of Labor, Wage and Hour Division	https://www.ed.gov/coronavirus	NA	NA	NA	NA	(213) 430-9368	The Wage and Hour Division (WHD) enforces federal minimum wage, overtime pay, recordkeeping, and child labor requirements of the Fair Labor Standards Act. WHD also enforces the Migrant and Seasonal Agricultural Worker Protection Act, the Employee Polygraph Protection Act, the Family and Medical Leave Act, wage garnishment provisions of the Consumer Credit Protection Act, and a number of employment standards and worker protections as provided in several immigration related statutes.	201	NA	NA	yes
District Resources	Various	U.S. Interagency Council on Homelessness	https://www.usich.gov/covid-19/	Check website for more information	NA	NA	NA	(202) 708-4663	Webpage draws from CDC recommendations for homelessness services systems, schools, and others about how to protect their staff, clients, and guests.	202	NA	NA	yes
Mental Health	Various	Brain Pop	https://www.brainpop.com/health/diseasesinjuriesandconditions/coronavirus/	NA	NA	NA	NA	NA	Video exploring Coronavirus	269	NA	NA	yes
Mental Health	Various	California Youth Crisis Line	https://calyouth.org/cycl/	NA	NA	NA	NA	1-800-843-5200	Call or Text	270	NA	NA	yes
Mental Health	Various	National Association of School Psychologist	https://www.nasponline.org/resources-and-publications/resources-and-podcasts/school-climate-safety-and-crisis/health-crisis-resources/helping-children-cope-with-changes-resulting-from-covid-19?fbclid=IwAR0SJE6wIDqC0jy6MPuGcpGU9OEWa5AWKV7a-TkSbLU2QkROOf5AqePol8U	NA	NA	NA	NA	NA	National Association of School Psychologists: Talking to Children About COVID-19 (Coronavirus)	271	NA	NA	yes
Mental Health	Various	NPR	https://www.npr.org/sections/goatsandsoda/2020/02/28/809580453/just-for-kids-a-comic-exploring-the-new-coronavirus	NA	NA	NA	NA	NA	A comic exploring the Coronavirus	272	NA	NA	yes
Mental Health	Various	Stay Home with Candlewick	https://stayhome.candlewick.com/	NA	NA	NA	NA	NA	A book about the Coronavirus	273	NA	NA	yes
Mental Health	Various	1in6 National Helpline for Men	"For support group: https://supportgroup.1in6.org
For individual help: https://1in6.org/helpline"	NA	NA	NA	NA	NA	Information and referral resources for male survivors of sexual abuse and assault. Free 24x7 online chat-based helpline and daily clinically facilitated online support groups, Monday through Friday.	323	NA	NA	yes
Mental Health	Various	Alcoholics Anonymous	https://www.aa.org/	Check website for nearest location  Click on phone number link for chat	NA	NA	NA	https://aa-intergroup.org/directory.php	Resources and online information .	324	NA	NA	yes
Mental Health	Various	Behavioral Health Institute	N/A	NA	NA	NA	NA	(310) 328-1587	Outpatient, DUI, DV, Family Preservation, Preventions	326	NA	NA	yes
Mental Health	Various	Bienestar Human Services, Inc.	https://www.bienestar.org/about-us/	Check website for nearest location	NA	NA	NA	(866) 590-6411	Online only: New Dawn Program (outpatient services - males only) Individual mental health therapy and substance abuse counseling	327	NA	NA	yes
Mental Health	Various	Center for Disease Control and Prevention: Covid 19 Mental Health	https://www.cdc.gov/coronavirus/2019-ncov/daily-life-coping/managing-stress-anxiety.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Fcoronavirus%2F2019-ncov%2Fprepare%2Fmanaging-stress-anxiety.html	Check website for nearest location	NA	NA	NA	(800) 232-4636	Offers information on how to manage anxiety and stress during Covid-19.	329	NA	NA	yes
Mental Health	Various	Center for Disease Control and Prevention: Support Children	https://www.cdc.gov/childrenindisasters/helping-children-cope.html	Check website for nearest location	NA	NA	NA	(800) 232-4636	Offers information on how to support children, manage thier anxiety and stress during national emergencies or disasters.	330	NA	NA	yes
Mental Health	Various	Centinela Youth Service	https://www.cys-la.org/	NA	NA	NA	NA	(310) 970-7702	Diversion/Mediation/Counseling & Referral (12-18 yrs)	331	NA	NA	yes
Mental Health	Various	Children's Bureau	https://www.all4kids.org/our-locations/	Check website for nearest location.	NA	NA	NA	(213) 422-4547	Mental Health Services for Children & Adolescents 0-21 years. Telehealth.	332	NA	NA	yes
Mental Health	Various	Children's Institute, Inc.	https://www.childrensinstitute.org/contact/	Check website for nearest location.	NA	NA	NA	"(213) 260-7604 or
(310) 431-1494"	Family functioning services which include therapy services for fathers, children, families, available online.	333	NA	NA	yes
Mental Health	Various	Damon's Center for Grief, Loss & Trauma	N/A	NA	NA	NA	NA	(213) 924-3510	Consultations and/or Workshops for grief and loss or Music Therapy	334	NA	NA	yes
Mental Health	Various	Department of Mental Health	https://dmh.lacounty.gov/covid-19-information/	Check website for nearest location	NA	NA	NA	NA	Various resources available on website.	335	NA	NA	yes
Mental Health	Various	Didi Hirsch Mental Health Services	https://didihirsch.org/about-us/locations/	,	NA	NA	NA	(310) 390-6612 or (888) 807-7250	Individual therapy for adults and children. Substance abuse program for adolescents; psychiatric services, and medication support, residential treatment centers for adults.  Some centers are temporarily open for crisis situations only. Accepts Medi-Cal and is open for intake. All services provided via tele health.	336	NA	NA	yes
Mental Health	Various	Each Mind Matters	https://www.eachmindmatters.org/	Check website for resources	NA	NA	NA	NA	Various resources available on website.	337	NA	NA	yes
Mental Health	Various	El Nido Family Centers	https://www.elnidofamilycenters.org/how-you-can-help/contact-us/	Check website for locations.	NA	NA	NA	(818) 683-4017	We are still helping families connect to resources, but we are telecommuting.  Case Management, Referrals to Resources, Parenting, Youth Development.	338	NA	NA	yes
Mental Health	Various	Heritage Clinic	https://heritageclinic.org/	Check website for locations.	NA	NA	NA	(626) 577-8978	As a community mental health provider for low income, older adults, Heritage Clinic is an essential service and available now to accept new referrals and assist anyone with help finding resources.	340	NA	NA	yes
Mental Health	Various	La Vida Counseling Center	https://www.lavidacounselingcenter.com/	Check website for locations.	NA	NA	NA	(714) 883-9156	Therapy - also providing telehealth.	341	NA	NA	yes
Mental Health	Various	LAHSA	https://www.lahsa.org/news?article=686-covid-19-mental-health-resources	NA	NA	NA	NA	NA	Mental Health ACCESS Center 24/7 Helpline	342	NA	NA	yes
Mental Health	Various	Mental Health and Social Justice Clinic	N/A	NA	NA	NA	NA	(213) 634-0044	Evaluations and Individual, Group, and Family Counseling. Also assisting online.	345	NA	NA	yes
Mental Health	Various	National Alliance on Mental Illness (NAMI)	https://www.nami.org/About-NAMI/NAMI-News/2020/NAMI-Updates-on-the-Coronavirus	Check website for nearest location	NA	NA	NA	(800) 950-6264	Provides advocacy, education, support and public awareness so that all individuals and families affected by mental illness can build better lives.	346	NA	NA	yes
Mental Health	Various	Penny Lane TAY Centers	https://www.pennylane.org/pennylane/transitional-age-youth-tay-drop-in-center/	Check website for nearest location	NA	NA	NA	NA	TAY Drop in centers offer: clothing, showers, meals, social activities, mental health support, educational services and much more.	348	NA	NA	yes
Mental Health	Various	SAMSHA	https://store.samhsa.gov/product/Coping-with-Stress-During-Infectious-Disease-Outbreaks/sma14-4885	National	NA	NA	NA	NA	Offers mental health coping skills.	350	NA	NA	yes
Mental Health	Various	Teen Line	https://teenlineonline.org/	NA	NA	NA	NA	310-855-4673	Teen Line hotline staffed by trained teens and supervised by mental health professionals is OPEN from Mon-Sun: 6:00 p.m. - 9:00 p.m., for youth to talk about their struggles with a teen. Text 'TEEN' to 839863 or email our hotline.	353	NA	NA	yes
Mental Health	Various	Volunteers of America Los Angeles-SAMHSA Family Tree	https://voala.org/	NA	NA	NA	NA	(213) 215-1860	A comprehensive and multisystem family approach to provide youth, transitional age youth and their families/primary caregivers with a Substance use disorder or co-occurring disorder who reside in LA County, assessments, evidence-based substance use disorder or co-occurring disorder education, early intervention and treatment, peer recovery support, and coordination of case management and wraparound supportive services.  This program serves both SPA 6 and SPA 3. 	354	NA	NA	yes
Domestic Violence Human Trafficking	Various	Orange County Sheriff Dept	https://www.ocsd.org/divisions/fieldops/investigations/cib/svd	NA	NA	NA	NA	"(714) 288-6742 - dispatch
(714) 949-1919 - cell"	Investigation for any type of sexual assault within OCSD jurisdiction	366	NA	NA	yes
Domestic Violence Human Trafficking	Various	Valley Oasis	http://www.valleyoasis.org/index.php	NA	NA	NA	NA	"(661) 942-2758 ext 516 - ofc
(661) 485-0014 - cell"	Still operating some service, and telecommuting.  DV Shelter (65) beds, but not accepting new clients at the moment. Case management continues, we also have our SARS program that is in operation, CalWorks program, working remotely, and our Homeless programs are all still being worked remotely. Our Outreach Team is boots on the ground for the moment.	370	NA	NA	yes
Domestic Violence Human Trafficking	Various	Waymakers-Victim Witness Assistance Program	https://waymakersoc.org/supporting-victims/	NA	NA	NA	NA	(949) 697-5728	Case updates, Mary's Laws, Victims of Crime application.	371	NA	NA	yes
Domestic Violence Human Trafficking	NW / NE	San Fernando Valley DV Task Force	N/A	NA	NA	NA	NA	(213) 700-5487	Collaborative networking and cross-training between service providers working in the San Fernando Valley with people impacted by domestic.	375	NA	NA	yes
Domestic Violence Human Trafficking	Various	Catholic Charities of LA	https://catholiccharitiesla.org/	NA	NA	NA	NA	"(213) 318-5725 or
(213) 318-5719
"	Comprehensive case management services for foreign born victims of human trafficking (adults and minors). Employment readiness support services to victims of human trafficking (U.S. born as well as foreign born).	377	NA	NA	yes
Domestic Violence Human Trafficking	Various	LAHSA	https://www.lahsa.org/news?article=684-covid-19-domestic-violence-human-trafficking-and-stalking-resources	Check website for more information and locations	NA	NA	NA	NA	Social distancing may leave many more vulnerable to experiencing abuse in the home. Support is still available for you or anyone experiencing domestic violence. The hotlines and resources are available to take your call. Please see website.	383	NA	NA	yes
Domestic Violence Human Trafficking	Various	Two Wings	https://www.withtwowings.org/	NA	NA	NA	NA	(917) 513-0498	We are providing a Survivor Sister Support Line and Virtual Group Meetings for those who are in need of emotional support, guidance, and resources. 	389	NA	NA	yes
Health Care	Various	"Anthem Blue Cross
"	https://ir.antheminc.com/news-releases/news-release-details/anthem-waives-cost-share-covid-19-treatment?field_nir_news_date_value%5bmin%5d=	Check website for nearest location	NA	NA	NA	(747) 228-7480	Members undergoing treatment related to a COVID-19 diagnosis the cost share is waived for Anthem’s affiliated health plan fully insured, Individual, Medicaid and Medicare Advantage members.	428	NA	NA	yes
Health Care	Various	Benevolence Community Clinics	https://www.bhchealth.org/	NA	NA	NA	NA	(323)732-0100 ext 780	Telehealth	429	NA	NA	yes
Health Care	Various	Bienestar Human Services, Inc.	https://www.bienestar.org/about-us/	Check website for nearest location	NA	NA	NA	(866) 590-6411	Syringe exchange:  Mon: 10:00 a.m. - 2:00 p.m., Tues-Wed: 2:00 p.m. - 6:00 p.m., Fri: 10:00 a.m. -2:00 p.m..	430	NA	NA	yes
Health Care	Various	DPSS: Medi-Cal	http://dpss.lacounty.gov/wps/portal/dpss/main/programs-and-services/health-care/!ut/p/b1/04_SjzQ3Mje0MLE0tdSP0I_KSyzLTE8syczPS8wB8aPM4t0MDAzc_Z2Cjdx9gExH_wAnb6-wQAMTMxOggkhkBQa-YW4GnkGGxr5O7uZGFmGGhPR76Uel5-QnAa0K149CVYzFLLACAxzA0UDfzyM_N1U_NyrHIjvLRBEAMP1qgg!!/dl4/d5/L2dJQSEvUUt3QS80SmtFL1o2X0YwMDBHT0JTMjBFNkEwQU9TSjFVOEsxUzcz/	NA	NA	NA	NA	NA	All DPSS offices are temporarily closed to the public until further notice; however, they are continuing to provide services through their website and call centers. Services are for new and existing clients. Medi-Cal.	431	NA	NA	yes
Health Care	Various	Health Net	https://www.healthnet.com/	Check website for nearest location	NA	NA	NA	(323)-219-3441	Medicare Advantage Plans with the following benefits included: Transportation, Life Alert, Vision services for glasses, Dental, Over the Counter Allowance, Chiropractor & Acupuncture Services, Meals following discharge from an inpatient facility, and much more.	432	NA	NA	yes
Health Care	Various	Los Angeles County Tuberculosis Control Program	http://ph.lacounty.gov/tb/docs/TBClinics2017.pdf	Check website for nearest location	NA	NA	NA	(213) 745-0803	"TB screening, testing and treatment
"	433	NA	NA	yes
Health Care	Various	MyHealth LA	http://dhs.lacounty.gov/wps/portal/dhs/mhla	Check website for nearest location	NA	NA	NA	NA	No cost primary health care program for families and individuals who live in Los Angeles County, who are not eligible for health insurance/full scope Medi-Cal.	434	NA	NA	yes
Health Care	Various	Prototypes Women's Center	https://www.prototypes.org/wp-content/uploads/Outpatient-Behavioral-Health-Brochure-.pdf	Check website for nearest location	NA	NA	NA	(909) 634-2950 ext. 2849	Residential substance use disorder services for women 18+ inlcuding pregnant and parenting women with Medi-Cal.  Residents can stay up to 90 days and participate in individual and group counseling to help reduce their SUD issues. 	435	NA	NA	yes
Health Care	Various	Remita Health	https://remitahealth.com/	Check website for nearest location	NA	NA	NA	(562) 367-5126	http://file.lacounty.gov/SDSInter/dmh/1058116_SANavigatorContactList_Revised5-15-19.pdf	436	NA	NA	yes
Housing	C	Los Angeles County Department of Mental Health - SA4 Housing Navigator	http://file.lacounty.gov/SDSInter/dmh/1058116_SANavigatorContactList_Revised5-15-19.pdf	NA	NA	NA	NA	"(213) 629-6207 - cell
(213) 256-3022"	"Emergency Housing Referrals, Homeless Services/ Resource Referrals, Coordination of Permanent Housing Placement
"	451	NA	NA	yes
Housing	C	Transition House VOA (T- House)	https://voala.org/program/transition-house-t-house/	NA	NA	NA	NA	NA	NA	453	NA	NA	yes
Housing	E	Los Angeles County Department of Mental Health - SA7 Housing Navigator	http://file.lacounty.gov/SDSInter/dmh/1058116_SANavigatorContactList_Revised5-15-19.pdf	NA	NA	NA	NA	(213) 924­-3982	"Emergency Housing Referrals, Homeless Services/ Resource Referrals, Coordination of Permanent Housing Placement
"	455	NA	NA	yes
Housing	Various	Los Angeles County Department of Mental Health - SA1 Housing Navigator	http://file.lacounty.gov/SDSInter/dmh/1058116_SANavigatorContactList_Revised5-15-19.pdf	NA	NA	NA	NA	(661) 223-3842	"Emergency Housing Referrals, Homeless Services/ Resource Referrals, Coordination of Permanent Housing Placement
"	461	NA	NA	yes
Housing	Various	Los Angeles County Department of Mental Health - SA3 Housing Navigator	http://file.lacounty.gov/SDSInter/dmh/1058116_SANavigatorContactList_Revised5-15-19.pdf	NA	NA	NA	NA	(626) 430-2919	"Emergency Housing Referrals, Homeless Services/ Resource Referrals, Coordination of Permanent Housing Placement
"	462	NA	NA	yes
Housing	Various	Los Angeles County Department of Mental Health - SA8 Housing Navigator	http://file.lacounty.gov/SDSInter/dmh/1058116_SANavigatorContactList_Revised5-15-19.pdf	NA	NA	NA	NA	(562) 256-7717	"Emergency Housing Referrals, Homeless Services/ Resource Referrals, Coordination of Permanent Housing Placement
"	463	NA	NA	yes
Housing	S	Los Angeles County Department of Mental Health - SA6 Housing Navigator	http://file.lacounty.gov/SDSInter/dmh/1058116_SANavigatorContactList_Revised5-15-19.pdf	NA	NA	NA	NA	(310)668-4833	"Emergency Housing Referrals, Homeless Services/ Resource Referrals, Coordination of Permanent Housing Placement
"	475	NA	NA	yes
Housing	S	US Veterans	N/A	NA	NA	NA	NA	(562) 200-7303	No longer taking walk ups.  Pick up locations for shelter is daily at 14th Street Park at Cedar Ave and 14th st., Long Beach 90813 at 5:00 pm and 7:00 pm.	478	NA	NA	yes
Housing	Various	211 LA County	https://www.211la.org/	24-hour Hotline and Screening:  (800) 339-6993 or 2-1-1	NA	NA	NA	NA	Shelter listings, rental assistance, mortgage assistance, landlord/tenant concerns, general dispute mediation, home maintenance, subsidized section 8 housing, rental listings.	480	NA	NA	yes
Housing	Various	Casa Youth Shelter	https://casayouthshelter.org/contact/	NA	NA	NA	NA	(800) 914-CASA (2272)	Casa Youth Shelter is Open For 24/7 crisis call support or intake, please call (800) 914-CASA (2272).	481	NA	NA	yes
Housing	Various	Domestic Violence	https://www.fhfa.gov/Homeownersbuyer/MortgageAssistance	Call phone number and check websie for more information	NA	NA	NA	(800) 799-7233	For those in an unsafe home situation or need help.	482	NA	NA	yes
Housing	Various	Federal Housing Finance Agency	https://www.fhfa.gov/Homeownersbuyer/MortgageAssistance	Check website for more information or call 1-800-CALL-FHA (1-800-225-5342)	NA	NA	NA	NA	Fannie Mae, Freddie Mac & Federal Home Loan Banks are helping people who have been impacted by the coronavirus.	483	NA	NA	yes
Housing	Various	LAHSA: Interim Housing	https://www.lahsa.org/documents?id=2196-lahsa-interim-housing-list.pdf	Check website for locations and more information	NA	NA	NA	NA	Offering crisis/bridge housing for families, individuals, and adults.	486	NA	NA	yes
Housing	Various	LAHSA: Project Room Key	https://www.lahsa.org/news?article=703-2020-project-roomkey-interim-housing-program-rfi	NA	NA	NA	NA	NA	This is largely for individuals and older individuals, but I did want to pass this on.	487	NA	NA	yes
Housing	Various	LAHSA: Winter Shelters	https://www.lahsa.org/news?article=676-winter-shelter-program-update-shelter-extensions	Check website for locations and more information	NA	NA	NA	(800) 548-6047	Winter Shelter Hotline available 24 hours a day, seven days a week.	488	NA	NA	yes
Housing	Various	Our Children LA WIN APP	https://www.ourchildrenla.org/win-app/	NA	NA	NA	NA	NA	A free mobile and web app designed to connect those experiencing homelessness to essential services	490	NA	NA	yes
Housing	Various	Our House	https://familyassist.org/contact/individuals/	Please check website for contact information on the youth crisis center and drop in center	NA	NA	NA	NA	Offer shelter services for youth	491	NA	NA	yes
Housing	Various	Safe Parking LA	https://www.safeparkingla.org/	Check website for more information	NA	NA	NA	(323) 210-3375	Offering safe parking space for individuals living in their cars.	493	NA	NA	yes
Housing	Various	Safehouse	https://www.safehousecenter.org/domestic-violence/emergency-shelter/	NA	NA	NA	NA	734-995-5444	Offers shelter for survivors of domestic violence and their children	494	NA	NA	yes
